User,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
260,0.993,"['Stratos Pagioumtzis', 'Stellakis Perpiniadis']",0.725,188000,0.439,0,50qLzsaZVax9a18mRNLY5U,0.311,4,0.342,-11.59,1,Thelo Na S Antamoso,0,1935-01-04,0.0456,104.608,0.909,1935
261,0.671,"['Sinclair Lewis', 'Frank Arnold']",0.697,210404,0.216,0,51VvRJi9AZEVafPhPuR9LG,6.36E-05,11,0.129,-19.262,1,"Das ist bei uns nicht möglich, Kapitel 178",0,1935,0.933,105.389,0.537,1935
262,0.932,['Nikos Karakostas'],0.555,195147,0.627,0,51nmrQ6C5S7yCANimlcoAU,0.925,7,0.326,-7.196,1,Gia mia Lidorikiotissa,0,1935-01-01,0.0354,111.17,0.86,1935
263,0.903,"['Franz Joseph Haydn', 'Pro Arte Quartet']",0.548,199600,0.287,0,51ssflxVu7o5Yc9Dnd3bu9,0.00751,3,0.123,-15.034,1,"Haydn: String Quartet No. 52 in E-Flat Major, Op. 64 No. 6, Hob. III, 64: IV. Finale (Presto)",0,1935,0.0695,151.723,0.733,1935
264,0.705,"['Sinclair Lewis', 'Frank Arnold']",0.654,297679,0.219,0,53onNX0wBZB9kzDAAFUm1R,1.12E-06,0,0.147,-17.349,1,"Das ist bei uns nicht möglich, Kapitel 140",0,1935,0.956,92.485,0.355,1935
265,0.531,['Avelino Muñoz'],0.726,156667,0.435,0,53xXJksbgw9JiJj2S5WGsK,0.861,2,0.0783,-15.112,0,Estampa Panameña,0,1935-01-01,0.0713,94.845,0.789,1935
266,0.909,"['Samuel Barber', 'Leonard Slatkin', 'St. Louis Symphony']",0.335,257960,0.173,0,5424zSt3uMw3QfKurMbDkB,0.928,0,0.124,-23.249,1,"Symphony No. 1, Op. 9: II. Allegro molto",0,1935,0.0464,107.721,0.209,1935
267,0.907,"['N. Vlădoianu', 'N. Constantinescu', 'Ion Vasilescu', 'Mia Braia', 'Petre Alexandru']",0.336,138867,0.332,0,54UW6BOvKKi9M7kgOGK4q3,0,2,0.308,-12.923,1,Să nu ne pierdem vremea supărați,0,1935-01-01,0.0329,88.247,0.432,1935
268,0.733,"['Sinclair Lewis', 'Frank Arnold']",0.623,296739,0.205,0,55LS22v84eFhasf8dJXGQ6,1.07E-06,7,0.152,-19.382,1,"Das ist bei uns nicht möglich, Kapitel 149",0,1935,0.964,78.988,0.522,1935
269,0.939,"['Richard Wagner', 'Karl Böhm', 'Arno Schellenberg', 'Eugen Füchs', 'Hanns Lange', 'Hans Hermann Nissen', 'Helene Jung', 'Hermann Greiner', 'Klaus Hermanns', 'Ludwig Eybisch', 'Margarete Teschemacher', 'Martin Kremer', 'Robert Büssel', 'Rudolf Dittrich', 'Rudolf Schmalnauer', 'Serge Smirnoff', 'Sven Nilsson', 'Torsten Ralf', 'Staatskapelle Dresden']",0.127,215400,0.258,0,55a1nD1yUFy4oM1jEzIGja,0.75,7,0.369,-14.69,1,"Wagner: Die Meistersinger von Nürnberg, WWV 96, Act 3: ""Silentium! Silentium!"" (Apprentices, All)",0,1935,0.0326,71.253,0.17,1935
270,0.306,['Эрнест Хемингуэй'],0.671,120281,0.114,1,55wsUbhC9MpNhN4yNFcra5,0,7,0.379,-18.045,1,Часть 75.4 & Часть 76.1 - Зеленые холмы Африки,0,1935,0.923,150.917,0.83,1935
271,0.447,['Эрнест Хемингуэй'],0.68,115390,0.203,1,56PQrN9xIJCtWKdT0LQtuG,0,11,0.126,-14.22,0,Часть 55.4 & Часть 56.1 - Зеленые холмы Африки,0,1935,0.918,85.072,0.684,1935
272,0.993,['Cristian Vasile'],0.403,197016,0.316,0,56ZqpKP4EfkS6WQsQPnXVc,0.0255,7,0.448,-14.457,0,De ce mi-ai spus că mă iubești?,0,1935-01-01,0.0472,116.625,0.285,1935
273,0.661,['Эрнест Хемингуэй'],0.621,101800,0.162,1,56oqHw4mJFMorBNJQprM9L,0,2,0.432,-15.19,1,Часть 64.2 - Зеленые холмы Африки,0,1935,0.944,180.009,0.619,1935
274,0.995,['Πέτρος Κυριακός'],0.549,89490,0.256,0,57JtPCnbDXyYYRr73dvUu1,0.00891,5,0.295,-12.094,1,Ο παντουφλάς,0,1935-01-01,0.147,115.451,0.381,1935
275,0.385,['Carl Verheyen'],0.268,121360,0.493,0,57OaX0xwrv3Loj9fxIljeW,0.735,7,0.452,-8.307,1,Hubcap With Strings,2,1935,0.0354,176.673,0.551,1935
276,0.987,['Nandalal Puri'],0.464,176813,0.148,0,57rfqRYpKi8AoVixLBsOG3,0.47,11,0.0981,-16.274,0,Gabir Rate Jagi Khungi Tomare,0,1935-12-01,0.0406,70.495,0.324,1935
277,0.968,"['Franz Joseph Haydn', 'Pro Arte Quartet']",0.481,223747,0.121,0,57yZ9NcjSMST5b228hxDO1,0.522,3,0.339,-16.163,1,"Haydn: String Quartet No. 59 in G Minor, Op. 74 No. 3, Hob. III, 74, ""The Horseman"": I. Allegro",0,1935,0.046,83.721,0.465,1935
278,0.996,['Carlota Jaramillo'],0.5,173923,0.126,0,59LCbEtnHLcfsSvz91hzzy,0.59,6,0.242,-16.808,0,Imploración De Amor,2,1935-01-01,0.109,191.862,0.456,1935
279,0.922,['Elyane Célis'],0.426,193827,0.223,0,59PnS1LZdaq9nd2I7SjZNy,0.614,3,0.259,-15.16,1,Piroulirouli,0,1935,0.0485,121.284,0.353,1935
280,0.753,"['Sinclair Lewis', 'Frank Arnold']",0.716,273046,0.202,0,5AAgVY7r7EZd7Mgr9cV3m2,0,9,0.117,-18.206,1,"Das ist bei uns nicht möglich, Kapitel 43",0,1935,0.953,126.421,0.545,1935
281,0.995,['Carlota Jaramillo'],0.577,184869,0.195,0,5ACQzeMtLTEiwBmRzSN7ti,0.843,1,0.197,-14.354,0,Me Has Robado El Corazón,3,1935-01-01,0.102,211.089,0.637,1935
282,0.904,['Carl Verheyen'],0.433,62213,0.459,0,5ATKi233F5CFbx7QhdixA1,0.786,7,0.108,-8.41,1,Big Sur,2,1935,0.0418,154.805,0.726,1935
283,0.511,"['Theodor Berger', 'Karl Böhm', 'Staatskapelle Dresden']",0.402,232720,0.44,0,5AkWbIxJiOL0oAZ54lHKCk,0.888,5,0.538,-12.313,1,"Berger: Rondino giocoso, Op. 4",0,1935,0.0357,115.983,0.657,1935
284,0.962,['Carmen Miranda'],0.567,161133,0.393,0,5ArZWjx9ri7rITQBaaYL43,0,5,0.0844,-13.591,0,Fogueira Do Meu Coração,0,1935,0.128,79.049,0.897,1935
285,0.733,"['Sinclair Lewis', 'Frank Arnold']",0.664,346737,0.19,0,5BQmNfAyeuCK1ZdWZZ5PE5,0,6,0.194,-21.317,0,"Das ist bei uns nicht möglich, Kapitel 88",0,1935,0.958,93.143,0.512,1935
286,0.947,"['Wolfgang Amadeus Mozart', 'Karl Böhm', 'Staatskapelle Dresden']",0.25,581013,0.181,0,5BnLJA44jNfBBA9FPfgrkV,0.0776,4,0.274,-17.617,1,"Mozart: Violin Concerto No. 5 in A Major, K. 219 ""Turkish"": II. Adagio",0,1935,0.0436,132.546,0.141,1935
287,0.526,['Эрнест Хемингуэй'],0.719,102183,0.158,1,5CYbeDfMVDtmeSBYHnPhlj,0,11,0.113,-16.966,0,Часть 54.4 & Часть 55.1 - Зеленые холмы Африки,0,1935,0.893,110.161,0.849,1935
288,0.312,['Эрнест Хемингуэй'],0.786,97600,0.111,1,5DTPaXdLbZI8MihHsuDKjn,0,7,0.274,-17.775,1,Часть 4.3 - Зеленые холмы Африки,0,1935,0.903,103.285,0.692,1935
289,0.674,"['Sinclair Lewis', 'Frank Arnold']",0.717,329601,0.247,0,5DfV1EzC0BRoll1sCuMB4j,0,5,0.476,-15.863,0,"Das ist bei uns nicht möglich, Kapitel 60",0,1935,0.954,128.767,0.489,1935
290,0.968,['Lead Belly'],0.589,281078,0.383,0,5DtPYDt4rEBfcH2KD2rmlA,0.042,8,0.165,-10.225,1,Matchbox Blues (141-B),0,1935,0.34,82.538,0.719,1935
291,0.987,"['Samuel Barber', 'Leontyne Price']",0.278,46173,0.529,0,5ELjsbRazvfjdRDKWESvJM,0.000257,1,0.673,-21.451,1,"Hermit Songs, Op. 29: Promiscuity",0,1935,0.589,203.133,0.838,1935
292,0.981,['Lead Belly'],0.602,182282,0.488,0,5EVQBCdoCVmpQV4lfRLsQg,0.00308,8,0.167,-10.391,1,Death Letter Blues - Part 2 (Take 1),0,1935,0.0472,151.152,0.621,1935
293,0.988,['Marianne Oswald'],0.626,196840,0.052,0,5EnN9J6MwBszuNOWMiBRgS,4.64E-06,6,0.107,-19.774,0,Jeu De Massacre,0,1935,0.087,85.683,0.354,1935
294,0.416,['Эрнест Хемингуэй'],0.72,110724,0.169,1,5F9gPPANODjnb7IGi95Kgb,0,11,0.114,-16.962,0,Часть 51.4 & Часть 52.1 - Зеленые холмы Африки,0,1935,0.911,126.277,0.758,1935
295,0.598,"['Sinclair Lewis', 'Frank Arnold']",0.634,260377,0.208,0,5FYELmJG1ukQH3idciaVf6,0,7,0.449,-19.325,1,"Das ist bei uns nicht möglich, Kapitel 184",0,1935,0.961,85.458,0.466,1935
296,0.991,"['Margarita Cueto', 'Juan Arvizu']",0.379,172225,0.177,0,5GSYJMNiezq1egJC6zo13A,9.72E-06,7,0.164,-12.954,1,Colombina,0,1935-01-01,0.0426,111.254,0.173,1935
297,0.294,['Эрнест Хемингуэй'],0.69,114600,0.211,1,5GU1tlVvAfZaj1Cg67iFH2,0,7,0.41,-14.16,1,Часть 69.3 - Зеленые холмы Африки,0,1935,0.893,99.678,0.674,1935
298,0.166,['Эрнест Хемингуэй'],0.725,99900,0.137,1,5Gt4ob7gpoNJVX3wKLXE3V,0,7,0.332,-18.865,1,Часть 95.3 - Зеленые холмы Африки,0,1935,0.943,125.284,0.73,1935
299,0.969,"['Wolfgang Amadeus Mozart', 'Karl Böhm', 'Staatskapelle Dresden']",0.249,266400,0.0862,0,5HnpCNszzXQTlIgHtSneuQ,0.385,8,0.18,-20.471,1,"Mozart: Horn Concerto No. 3 in E-Flat Major, K. 447: II. Romance. Larghetto",0,1935,0.0366,72.751,0.209,1935
300,0.958,"['Franz Joseph Haydn', 'Pro Arte Quartet']",0.307,340947,0.0801,0,5IC43ZAlcPcSdh9AWnfX2F,0.0409,9,0.367,-17.726,1,"Haydn: String Quartet No. 44 in E Major, Op. 54 No. 3, Hob. III, 59: II. Largo cantabile",0,1935,0.0421,75.475,0.313,1935
301,0.856,"['Ludwig van Beethoven', 'New York Philharmonic', 'Arturo Toscanini']",0.373,423467,0.219,0,3v7SEXkdNYWSmEdvpoyVOf,0.224,2,0.292,-15.594,1,"Symphony No. 7 in A Major, Op. 92: III. Presto - Assai meno presto",0,1936,0.0681,126.912,0.428,1936
302,0.774,"['Ludwig van Beethoven', 'New York Philharmonic', 'Leonard Bernstein']",0.286,281760,0.118,0,41fhkre5Hgw18BcuEXHk73,0.677,5,0.103,-18.132,1,"Symphony No. 8 in F Major, Op. 93: III. Tempo di menuetto",0,1936,0.0338,119.925,0.27,1936
303,0.901,"['Ludwig van Beethoven', 'Columbia Symphony Orchestra', 'Bruno Walter']",0.244,425107,0.187,0,48VzpQYEWWWyM2uUGysrw4,0.924,0,0.0904,-17.768,1,"Symphony No. 1 in C Major, Op. 21: I. Adagio molto - Allegro con brio",0,1936,0.035,99.511,0.175,1936
304,0.978,"['Ludwig van Beethoven', 'Wiener Philharmoniker', 'Herbert von Karajan']",0.324,446000,0.339,0,4EafdWyeDb7Xlvhs7Xgca8,0.875,0,0.138,-14.29,0,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",0,1936,0.0491,100.55,0.242,1936
305,0.912,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.407,332920,0.314,0,4QXdztFKUBJid2MhfOul6L,0.668,3,0.091,-18.495,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": III. Scherzo (Allegro vivace)",0,1936,0.107,80.939,0.338,1936
306,0.961,"['Ludwig van Beethoven', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.361,332467,0.158,0,4T95kvlt4y9d8Ty3aaxTqI,0.87,10,0.141,-11.942,1,"Symphony No. 4 in B-Flat Major, Op. 60: III. Allegro vivace",0,1936,0.0326,75.906,0.173,1936
307,0.992,"['Jeanette Mcdonald', 'Allan Jones']",0.288,115953,0.363,0,4XdccXdbwuRNwULdZfDIVn,0.805,8,0.223,-11.148,0,Tosca,0,1936-07-25,0.0376,67.846,0.241,1936
308,0.964,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Josef Krips']",0.243,534587,0.104,0,4YyIiKxpXpCxuBAH4tGx5p,0.744,3,0.106,-17.171,1,"Symphony No. 4 in B-Flat Major, Op. 60: II. Adagio",0,1936,0.0386,73.819,0.0873,1936
309,0.934,"['Ludwig van Beethoven', 'Tilla Briem', 'Elisabeth Höngen', 'Peter Anders', 'Rudolf Watzke', 'Choeur Bruno Kittel', 'Berliner Philharmoniker', 'Wilhelm Furtwängler']",0.234,1038400,0.408,0,4dyXvYZcD49SLZ7zzpDBMV,0.686,10,0.117,-9.846,1,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": I. Allegro ma non troppo, un poco maestoso",0,1936,0.0368,135.379,0.103,1936
310,0.978,"['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",0.133,981093,0.0648,0,4nGeicn6SM1AjvXbra6PzV,0.864,0,0.106,-19.207,0,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": II. Marcia funebre (Adagio assai)",0,1936,0.0391,77.093,0.037,1936
311,0.887,"['Ludwig van Beethoven', 'Chicago Symphony Orchestra', 'Fritz Reiner']",0.31,417720,0.211,0,4p5b6f76shQR8eP0x39iyK,0.858,2,0.132,-17.175,1,"Symphony No. 7 in A Major, Op. 92: III. Presto - Assai meno presto",0,1936,0.0541,91.799,0.212,1936
312,0.99,"['Ludwig van Beethoven', 'Elisabeth Schwarzkopf', 'Elisabeth Höngen', 'Hans Hopf', 'Otto Edelmann', 'Bayreuth Festival Orchestra', 'Wilhelm Furtwängler']",0.435,720400,0.29,0,50JXQWJRlE7tm6PfRB6Mzn,0.851,0,0.135,-16.26,1,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": II. Molto vivace - Presto",0,1936,0.0527,124.573,0.292,1936
313,0.5,"['Ludwig van Beethoven', 'New York Philharmonic', 'Leonard Bernstein']",0.258,580227,0.258,0,54SJyUHr4ExLs9RpPKwLFA,0.861,5,0.0761,-16.283,1,"Symphony No. 8 in F Major, Op. 93: I. Allegro vivace e con brio",0,1936,0.0347,153.413,0.315,1936
314,0.76,"['Ludwig van Beethoven', 'New York Philharmonic', 'Arturo Toscanini']",0.376,678893,0.25,0,54xmWLM6RedoTLJiia9MJD,0.389,9,0.0893,-13.416,1,"Symphony No. 7 in A Major, Op. 92: I. Poco sostenuto - Vivace",0,1936,0.0451,110.841,0.267,1936
315,0.857,"['Ludwig van Beethoven', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.209,706787,0.211,0,5AKY6umdPJLrBEINBj61uG,0.817,5,0.0947,-11.285,1,"Symphony No. 4 in B-Flat Major, Op. 60: I. Adagio - Allegro vivace",0,1936,0.0354,67.333,0.21,1936
316,0.871,"['Ludwig van Beethoven', 'New York Philharmonic', 'Arturo Toscanini']",0.158,514400,0.0746,0,5ASBfpKxvSV7uzro5NZ2c2,0.0452,9,0.14,-19.061,0,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",0,1936,0.0464,72.538,0.0736,1936
317,0.961,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.115,849760,0.0492,0,5DMZEqlrPkdesUQvlTphC3,0.658,5,0.118,-24.034,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": II. Scene am Bach (Andante molto moto)",0,1936,0.0459,83.282,0.0559,1936
318,0.897,"['Ludwig van Beethoven', 'NBC Symphony Orchestra', 'Arturo Toscanini']",0.27,369853,0.251,0,5Ftg3p47SGG477ADYtFDv7,0.907,2,0.151,-15.368,1,"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto",0,1936,0.0362,152.537,0.393,1936
319,0.995,"['Jeanette MacDonald', 'Nelson Eddy']",0.282,188020,0.373,0,5GmosPftgbvGStbgOJJhiy,0.805,6,0.256,-11.475,0,Finale,0,1936-07-25,0.0419,71.75,0.0842,1936
320,0.896,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Josef Krips']",0.371,419067,0.328,0,5ImIZFcTj0dW7wauXAGiGi,0.882,5,0.335,-14.004,1,"Symphony No. 4 in B-Flat Major, Op. 60: IV. Allegro ma non troppo",0,1936,0.0456,140.958,0.481,1936
321,0.975,"['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",0.14,866027,0.0777,0,5KxrxkTrjgEmAt7erJdg2o,0.897,3,0.104,-17.533,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",0,1936,0.0351,70.169,0.101,1936
322,0.911,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Willem Mengelberg']",0.394,509147,0.0784,0,5NLVJJvpTKPzeY75UpwGsT,0.654,5,0.114,-20.295,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande (Allegro ma non troppo)",0,1936,0.0369,128.269,0.364,1936
323,0.979,['Nelson Eddy'],0.458,242959,0.75,0,5Oe0OzzaAdONrZOUcQcygk,0.516,9,0.256,-8.521,1,The Mounties,0,1936-07-25,0.206,70.626,0.296,1936
324,0.836,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Josef Krips']",0.313,561507,0.183,0,5P3S4RWjamvpPiost5qPKA,0.48,5,0.0856,-13.124,1,"Symphony No. 4 in B-Flat Major, Op. 60: I. Adagio - Allegro vivace",0,1936,0.0421,143.338,0.235,1936
325,0.76,"['Ludwig van Beethoven', 'Columbia Symphony Orchestra', 'Bruno Walter']",0.35,375173,0.229,0,5SKvH8lCss3S38tbpvn3N6,0.74,0,0.0968,-18.256,1,"Symphony No. 1 in C Major, Op. 21: IV. Finale (Adagio - Allegro molto e vivace)",0,1936,0.0384,140.933,0.338,1936
326,0.646,"['Ludwig van Beethoven', 'Chicago Symphony Orchestra', 'Fritz Reiner']",0.289,413507,0.326,0,5VZ404K28FeqFMzzvLm8PV,0.919,9,0.0837,-14.919,1,"Symphony No. 7 in A Major, Op. 92: IV. Allegro con brio",0,1936,0.0375,74.831,0.349,1936
327,0.986,['Jeanette MacDonald'],0.544,42769,0.0949,0,5Wqi0VztZFJTW3kJ4ht9oV,0.00391,6,0.612,-14.587,1,Three Blind Mice,0,1936-07-25,0.17,98.044,0.326,1936
328,0.966,"['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",0.139,704853,0.0934,0,5dL2giS6apVr8YOPcX0Dk8,0.931,3,0.0999,-17.661,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": IV. Finale (Allegro molto)",0,1936,0.0418,63.328,0.127,1936
329,0.991,['Nelson Eddy'],0.295,155068,0.396,0,5dqBhtvIo0mgx7USFLqlBc,0.162,1,0.0892,-6.828,1,Just for You,0,1936-07-25,0.0398,129.957,0.259,1936
330,0.958,"['Ludwig van Beethoven', 'Tilla Briem', 'Elisabeth Höngen', 'Peter Anders', 'Rudolf Watzke', 'Choeur Bruno Kittel', 'Berliner Philharmoniker', 'Wilhelm Furtwängler']",0.329,681880,0.407,0,5ixi3wl1ODHv7cR9c3ZzvB,0.849,2,0.0761,-15.163,1,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": II. Molto vivace - Presto",0,1936,0.0541,135.713,0.382,1936
331,0.796,"['Ludwig van Beethoven', 'London Symphony Orchestra', 'Felix Weingartner']",0.318,585560,0.136,0,5qnr8KyFGpgImVctQD0n0M,0.467,2,0.0939,-17.831,1,"Symphony No. 2 in D Major, Op. 36: I. Adagio molto - Allegro con brio",0,1936,0.0351,92.536,0.185,1936
332,0.991,"['Jeanette MacDonald', 'Nelson Eddy']",0.264,152100,0.409,0,5ylI4QV6h7sd4SCQtHjuAK,0.249,6,0.317,-10.306,1,Indian Love Call (Duet),0,1936-07-25,0.0392,130.649,0.13,1936
333,0.929,"['Ludwig van Beethoven', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.394,426693,0.431,0,62mli6o303SCPDlGoSO9Zr,0.914,10,0.33,-11.116,1,"Symphony No. 4 in B-Flat Major, Op. 60: IV. Allegro ma non troppo",0,1936,0.0382,136.669,0.486,1936
334,0.958,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Josef Krips']",0.298,343107,0.131,0,66MeNd20vTzSaEs2FGIujV,0.749,10,0.12,-13.947,1,"Symphony No. 4 in B-Flat Major, Op. 60: III. Allegro vivace",0,1936,0.0424,148.113,0.218,1936
335,0.993,['Jeanette Mcdonald'],0.555,205729,0.524,0,6Bm4OT48ZPmyGTMieJIJ6q,0.0435,8,0.557,-9.133,0,"Pardon Me, Madame",0,1936-07-25,0.119,79.207,0.537,1936
336,0.948,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.304,839400,0.16,0,6Pq0FUo2ipHBZXePUXi3qY,0.588,10,0.0707,-14.657,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",0,1936,0.0403,77.197,0.138,1936
337,0.992,['Jeanette MacDonald'],0.217,205975,0.35,0,6RCbTtaOhlFlBubpNtkyqK,0.139,2,0.237,-10.092,1,Indian Love Call,0,1936-07-25,0.0429,90.883,0.234,1936
338,0.974,"['Robe', 'Chorus']",0.368,231573,0.882,0,6RrQcjCdW8gaMst4H1VTfg,0.881,3,0.244,-8.178,0,Totem Tom-Tom,0,1936-07-25,0.0745,127.933,0.254,1936
339,0.977,"['Ludwig van Beethoven', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.209,564987,0.133,0,6Z5lc5Oh20uAXbMWv1gVHI,0.743,3,0.127,-15.993,1,"Symphony No. 4 in B-Flat Major, Op. 60: II. Adagio",0,1936,0.0378,68.465,0.0712,1936
340,0.907,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.319,674347,0.184,0,6mZ9S6juz1Qh2rPxLu4GYN,0.437,3,0.337,-13.941,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": IV. Finale (Allegro molto)",0,1936,0.0433,138.008,0.189,1936
341,0.904,"['Ludwig van Beethoven', 'Royal Philharmonic Orchestra', 'Hermann Scherchen']",0.489,234800,0.0495,0,6nqVRqnHIbeSZZnEMn41F4,0.0602,10,0.0666,-23.352,1,"Symphony No. 8 in F Major, Op. 93: II. Allegretto scherzando",0,1936,0.0404,171.105,0.457,1936
342,0.828,"['Ludwig van Beethoven', 'NBC Symphony Orchestra', 'Arturo Toscanini']",0.45,337333,0.291,0,6wQIV4Une9BkpHaKn1fdVB,0.51,7,0.139,-13.437,1,"Symphony No. 1 in C Major, Op. 21: IV. Finale (Adagio - Allegro molto e vivace)",0,1936,0.0922,78.221,0.484,1936
343,0.863,"['Ludwig van Beethoven', 'Columbia Symphony Orchestra', 'Bruno Walter']",0.326,226160,0.163,0,70BTT7u5Q3d8FJ72PDjsI3,0.801,0,0.0539,-19.817,1,"Symphony No. 1 in C Major, Op. 21: III. Menuetto (Allegro molto e vivace)",0,1936,0.101,155.687,0.127,1936
344,0.941,"['Ludwig van Beethoven', 'Royal Philharmonic Orchestra', 'René Leibowitz']",0.112,536573,0.0289,0,70x2WexcTgYD3JG0VS7NIq,0.498,8,0.067,-22.892,1,"Symphony No. 5 in C Minor, Op. 67: II. Andante con moto",0,1936,0.0383,83.341,0.0705,1936
345,0.959,"['Ludwig van Beethoven', 'Wiener Philharmoniker', 'Herbert von Karajan']",0.325,297680,0.164,0,75n70AbHfZeGxYtiWOcvWj,0.613,0,0.497,-17.04,1,"Symphony No. 5 in C Minor, Op. 67: III. Scherzo (Allegro)",0,1936,0.0467,84.765,0.284,1936
346,0.903,"['Ludwig van Beethoven', 'Royal Philharmonic Orchestra', 'René Leibowitz']",0.309,277413,0.0875,0,7E174pvu3AzG552ihemDDA,0.84,5,0.404,-21.045,0,"Symphony No. 5 in C Minor, Op. 67: III. Scherzo (Allegro)",0,1936,0.0393,134.318,0.216,1936
347,0.829,"['Ludwig van Beethoven', 'NBC Symphony Orchestra', 'Arturo Toscanini']",0.367,485853,0.223,0,7cagKMl51QQ8qWH8QnQm9N,0.881,0,0.141,-12.396,1,"Symphony No. 1 in C Major, Op. 21: I. Adagio molto - Allegro con brio",0,1936,0.04,115.15,0.321,1936
348,0.948,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Willem Mengelberg']",0.427,334213,0.119,0,7enSqUvkbKCvuv3HPuhFG4,0.0805,5,0.131,-20.554,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute (Allegro)",0,1936,0.0468,139.862,0.51,1936
349,0.963,"['Ludwig van Beethoven', 'Wilma Lipp', 'Marga Höffgen', 'Murray Dickie', 'Gottlob Frick', 'Chorale Elisabeth Brasseur', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.335,678667,0.359,0,7i2kO7moICtUeY7kNh0STg,0.873,2,0.173,-16.847,0,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": II. Molto vivace - Presto",0,1936,0.0481,84.554,0.398,1936
350,0.927,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.345,553880,0.0865,0,7mLc3T335KERsMts7LAKA5,0.651,5,0.117,-17.585,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande (Allegro ma non troppo)",0,1936,0.0369,117.366,0.237,1936
351,0.956,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.363,313800,0.122,0,7n464SNnIopih8qPrtmTIE,0.327,5,0.206,-16.58,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute (Allegro)",0,1936,0.0591,154.33,0.428,1936
352,0.874,"['Ludwig van Beethoven', 'Chicago Symphony Orchestra', 'Fritz Reiner']",0.247,539960,0.05,0,7nkCaCKivy3Y7WhRtX0Mvt,0.749,4,0.0696,-20.628,0,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",0,1936,0.0377,132.646,0.044,1936
353,0.994,"['Jeanette MacDonald', 'Gilda Gray']",0.407,307337,0.789,0,7vrkLLH4fFGN1rdKkAD1I0,0.707,4,0.917,-8.844,1,"Dinah, Some of These Days",0,1936-07-25,0.498,113.977,0.774,1936
354,0.989,"['Allan Jones', 'Jeanette Mcdonald']",0.352,406223,0.465,0,7wiUKiHMiiq8ewBOi0T0Gr,0.0621,11,0.825,-9.459,1,Capulet's Ball,0,1936-07-25,0.0597,118.94,0.339,1936
355,0.947,"['Roza Eskenazi', 'Nikos Karakostas']",0.59,196093,0.441,0,2KRTqKtjAetLgzZi4YJWfo,0.191,3,0.214,-8.765,0,Stazoun ta keramidia sou,0,1940-01-01,0.0445,77.988,0.411,1940
356,0.904,"['Francisco Canaro', 'Ernesto Fama']",0.737,177480,0.557,0,2KeiqgScES5dOL8E6XjOfZ,0.00193,3,0.0654,-4.709,1,Radio Amor - Remasterizado,0,1940-01-24,0.0473,131.353,0.93,1940
